tweet_id,conversation_id,customer_message,pseudo_intent,similarity,agreement
2947854,2947854.0,"@ComcastCares
#mobile_Care is there an outage at 6003@",INTERNET_OUTAGE,0.5413033062161997,4
191364,191364.0,"@ComcastCares: #mobile_CareXI
My internet is down. Is there an outage in my area?",INTERNET_OUTAGE,0.5379133243729105,4
1801111,1801111.0,@comcastcares is there an outage in NorCal?,INTERNET_OUTAGE,0.5366381221535517,5
2381047,2381047.0,@comcastcares is there an outage in Seattle 98122,INTERNET_OUTAGE,0.5351133982878765,4
2216336,2216336.0,@comcastcares is there an outage happening?,INTERNET_OUTAGE,0.5330298777945013,5
1877816,1877816.0,"@ComcastCares
#mobile_CareXI why is my internet down??",INTERNET_OUTAGE,0.5207189741532395,3
2368082,2368082.0,"@ComcastCares
#mobile_CareXI -why is my internet down?!",INTERNET_OUTAGE,0.5207189741532395,3
978508,978508.0,"@ComcastCares
#mobile_CareXI Is there an outage in Brighton, MI? Lost connection around 12:50 AM.",INTERNET_OUTAGE,0.5193060658015565,4
2962225,2962225.0,This is @115900 HIGH speed Internet at work. #IGotAllDay #SMH #TurtleSpeed https://t.co/Y5WRJxk7bD,SLOW_INTERNET,0.5174513012680333,4
1031978,1031978.0,"@ComcastCares
#mobile_CareXI
Is there an internet outage here in Portland, OR. ???",INTERNET_OUTAGE,0.5142031521775197,5
453608,453608.0,How do I cancel a channel subscription @comcastcares?,CANCELLATION,0.5133744957023892,2
2513556,2513556.0,@comcastcares Hello could you tell me why the internet is down in my area?,SERVICE_AVAILABILITY,0.5106101355769893,3
2310044,2310044.0,@116136 @115900 is there an outage or something?,INTERNET_OUTAGE,0.5066007497845377,5
564662,564662.0,@comcastcares is there an outage in detroit?,INTERNET_OUTAGE,0.5034066358237612,5
294519,294520.0,@comcastcares 1031 Egremont Dr West Palm Beach FL 33406,TECHNICAL_ISSUE,0.5010817846574923,3
2875449,2875449.0,@comcastcares Is there an outage in Portland?,INTERNET_OUTAGE,0.49832998570969567,5
331049,331049.0,@comcastcares I need some help setting up a box. Not working at all ATM #frustrated,TECHNICAL_ISSUE,0.4956550262559336,5
1300977,1300978.0,"@comcastcares Not a big deal, but the Xfinity guide shows “Slime” Darby instead of “SIME” Darby for LPGA event on now; my dollars not well spent.",TECHNICAL_ISSUE,0.49533091219261804,3
1480493,1480494.0,"@comcastcares Sorry Sean, the number on the account is 203.949.9626",ACCOUNT_ISSUE,0.48921759012648003,2
602043,602043.0,"@ComcastCares
#mobile_CareXI
Is there an outage in the area?  Our Internet has been crawling all weekend.",INTERNET_OUTAGE,0.48567711963371907,5
1621041,1621032.0,@comcastcares @116136 still waiting....,INTERNET_OUTAGE,0.48425239316276525,2
2191989,2191990.0,@116136 @comcastcares  still waiting,INTERNET_OUTAGE,0.48425239316276525,2
1687902,1687902.0,"@ComcastCares
#mobile_Care is there an outage in Hampstead NH right now?",INTERNET_OUTAGE,0.482158616529027,5
2953291,2953291.0,"@ComcastCares
#mobile_CareXI slow internet speed",SLOW_INTERNET,0.4810707229210515,4
383620,383620.0,"@ComcastCares: #mobile_CareXI
Internet isn't working",TECHNICAL_ISSUE,0.4735338771103459,2
2601657,2601657.0,"@comcastcares Is there an outage in the Columbia Height, MN?",INTERNET_OUTAGE,0.4716461986169617,5
1902814,1902814.0,"@ComcastCares
#mobile_Care I need to cancel my appt for tomorrow",CANCELLATION,0.4710626582797635,4
2167088,2167088.0,"@ComcastCares
#mobile_CareXI is there an outage in 80010 ?  No internet. Nothing appears to be wrong on this end",INTERNET_OUTAGE,0.47012642747936356,5
2100118,2100120.0,@comcastcares I’m not on the account.,ACCOUNT_ISSUE,0.4698627639326227,2
2344121,2344121.0,"@comcastcares what is going on with my internet connection? 
No phone service, no internet connection! 
#Fix-It",TECHNICAL_ISSUE,0.465915237757758,3
1455568,1455568.0,"@comcastcares Is there an outage in Isle of Palms,SC?",INTERNET_OUTAGE,0.46476436911945573,5
2495298,1942576.0,"@comcastcares ESPNDEPORTES en español, serie mundial de béisbol, gracias",TECHNICAL_ISSUE,0.46336744958968656,5
2763956,2763956.0,"@comcastcares is there an outage in the Malrton, NJ area",INTERNET_OUTAGE,0.4610003137663571,5
1543784,1543784.0,"@ComcastCares
#mobile_Care is there an outage in Olive Branch, MS?",INTERNET_OUTAGE,0.4596683539634515,5
1115970,1115970.0,"@ComcastCares
#mobile_CareXI
My internet went out. Is there an outage? Website shows none.",INTERNET_OUTAGE,0.4584425709317087,4
521891,521892.0,"@comcastcares What account info, exactly?",ACCOUNT_ISSUE,0.45601963224308456,3
